time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452350000	5.03764	19.1031	4.73729	3.76969	0.4709	radar	7.67907	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
1477010452400000	4.85998	18.9643	4.71147	3.79509	0.472718	lidar	0.0772481	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
1477010452450000	4.62024	18.8191	4.90044	3.8085	0.464566	radar	4.58581	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.43801	18.6914	4.85887	3.82706	0.461319	lidar	1.12006	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.29023	18.5446	4.68598	3.85509	0.464789	radar	2.07141	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.15497	18.4019	4.60165	3.88418	0.470614	lidar	1.02941	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	3.92296	18.2353	4.99424	3.89778	0.464792	radar	9.61738	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.66474	18.0813	5.10369	3.89809	0.444622	lidar	2.99542	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.55001	17.9279	4.79551	3.92916	0.450956	radar	7.27271	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.31276	17.7571	4.91116	3.93445	0.435334	lidar	2.1483	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.09847	17.578	5.10525	3.94719	0.428704	radar	3.82774	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.92666	17.4585	5.01889	3.95474	0.418351	lidar	6.72847	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.78297	17.2452	5.1631	3.99075	0.433224	radar	4.02308	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.59796	17.0557	5.18203	4.00687	0.428414	lidar	0.164761	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.45766	16.8903	4.86999	4.02556	0.423931	radar	2.44773	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.29103	16.7216	4.86421	4.0387	0.417344	lidar	0.74599	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.10371	16.5254	4.82005	4.04935	0.406703	radar	6.6116	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.93951	16.2982	4.89509	4.07186	0.407576	lidar	2.10988	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.79759	16.1217	4.76433	4.08791	0.403125	radar	0.731299	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.60512	15.9516	4.8076	4.08794	0.385885	lidar	2.43047	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.46788	15.7217	5.03095	4.11566	0.394599	radar	2.04292	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.291	15.4987	5.10234	4.12705	0.38681	lidar	0.950542	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.12818	15.307	5.02077	4.13468	0.375957	radar	2.23312	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.923287	15.0804	5.13648	4.13564	0.359691	lidar	2.69533	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.815259	14.9029	4.8786	4.15417	0.359173	radar	3.04914	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.700543	14.6969	4.85896	4.17559	0.362291	lidar	0.0840816	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.584305	14.4563	5.04258	4.20186	0.370335	radar	1.79836	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.410194	14.2285	5.11983	4.20544	0.356911	lidar	1.49787	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.247462	13.9751	5.38903	4.21701	0.352634	radar	2.80908	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.205497	13.732	5.29447	4.26114	0.376076	lidar	3.914	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.0855171	13.4888	5.37676	4.27898	0.375834	radar	0.457944	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0656568	13.249	5.41487	4.28451	0.364133	lidar	0.983031	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.18097	13.0341	5.19001	4.29535	0.356359	radar	1.69717	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.201976	12.8211	5.05911	4.33561	0.376998	lidar	4.29242	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.335902	12.5941	4.94315	4.33893	0.362002	radar	4.42752	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.436397	12.3627	4.95654	4.35317	0.358541	lidar	0.0934464	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.571189	12.152	4.91141	4.35222	0.341661	radar	5.38988	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.637628	11.9413	4.86093	4.37301	0.345412	lidar	0.68481	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.786759	11.7066	4.91287	4.36766	0.324905	radar	6.3937	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.936537	11.4586	5.00361	4.36294	0.305843	lidar	3.38751	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.0034	11.2393	4.78472	4.38068	0.306496	radar	2.43594	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.14728	11.0127	4.84858	4.37331	0.286251	lidar	3.45891	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.2367	10.7662	5.03259	4.38713	0.286932	radar	1.15437	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.35604	10.5068	5.10714	4.38958	0.275856	lidar	1.55099	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.46438	10.241	5.23059	4.39616	0.269496	radar	1.55427	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.55548	10.0308	5.17308	4.40238	0.26381	lidar	2.46176	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.62294	9.80935	5.0159	4.41567	0.26327	radar	0.847956	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.70003	9.59216	4.97998	4.42517	0.260472	lidar	0.836582	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.85201	9.32772	5.17182	4.41225	0.23728	radar	7.31405	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.93553	9.02888	5.27273	4.42511	0.237074	lidar	3.56552	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-1.99113	8.81896	5.02706	4.43793	0.236991	radar	2.54816	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.0821	8.56829	5.06683	4.442	0.229769	lidar	0.543666	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.24957	8.29799	5.17247	4.41962	0.198015	radar	9.86855	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.30088	8.06967	5.11362	4.43592	0.204255	lidar	0.764844	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.3209	7.87835	4.91413	4.45878	0.216341	radar	7.26641	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.42176	7.62925	4.97811	4.45619	0.20391	lidar	1.71918	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.60522	7.3793	4.91388	4.4214	0.159958	radar	15.4898	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.69843	7.12754	4.97119	4.42207	0.152899	lidar	0.776785	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.75074	6.90414	4.97173	4.43611	0.159922	radar	1.52783	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.80108	6.70154	4.87821	4.44788	0.164264	lidar	1.68662	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.81468	6.51157	4.56411	4.46789	0.173494	radar	4.3489	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.87567	6.27886	4.5953	4.47479	0.171584	lidar	0.169914	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.04093	5.99761	4.86271	4.44653	0.13669	radar	12.8372	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.11983	5.72112	4.96985	4.44974	0.132259	lidar	2.14939	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.22973	5.47001	4.86988	4.43585	0.109213	radar	4.38336	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.31819	5.21049	4.95712	4.43445	0.10225	lidar	1.28312	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.3976	4.96178	4.99862	4.43584	0.0985955	radar	0.150346	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.50212	4.68248	5.14659	4.42964	0.0873632	lidar	3.37878	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.61532	4.42409	5.05895	4.41352	0.0627658	radar	4.42261	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.73658	4.15407	5.2096	4.40191	0.0486736	lidar	4.34225	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.83257	3.90721	5.23053	4.39847	0.0432434	radar	1.16995	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.90744	3.67562	5.17372	4.40157	0.044509	lidar	0.354671	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-3.98213	3.51137	4.83314	4.39446	0.032655	radar	6.3011	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.0713	3.26988	4.89384	4.39249	0.0292607	lidar	0.471266	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.21064	2.97745	5.10272	4.37267	0.00406503	radar	4.75576	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.30094	2.7033	5.21585	4.37364	0.00412608	lidar	1.29905	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.40104	2.43865	5.28774	4.36988	-0.000922382	radar	0.27583	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.50773	2.17206	5.37811	4.36615	-0.0041072	lidar	0.916724	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.6104	1.96338	5.22997	4.34925	-0.0279012	radar	6.56137	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.72753	1.68713	5.38031	4.34448	-0.0304058	lidar	2.28464	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.86058	1.41306	5.53302	4.33008	-0.0467383	radar	1.82362	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.92026	1.17817	5.38834	4.33657	-0.0403429	lidar	3.94899	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.01267	0.997211	5.15295	4.32648	-0.0497791	radar	2.67258	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.07178	0.769401	5.06202	4.3321	-0.0440069	lidar	2.62356	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.18043	0.395491	5.58502	4.34256	-0.0325915	radar	10.2324	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.25741	0.15471	5.48917	4.34407	-0.0310583	lidar	1.50221	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.3645	-0.0803893	5.36588	4.34132	-0.0284461	radar	6.37484	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.43722	-0.305072	5.26257	4.34203	-0.0281283	lidar	1.47095	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.5616	-0.399178	4.91235	4.30705	-0.0650643	radar	11.4272	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.68857	-0.593006	4.84876	4.29125	-0.076575	lidar	2.59943	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.80449	-0.837985	5.13379	4.28007	-0.0889088	radar	6.87059	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.90778	-1.10283	5.21966	4.28247	-0.0815691	lidar	1.50262	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-5.9933	-1.41406	5.4137	4.2975	-0.0621616	radar	5.31612	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.12857	-1.6379	5.3686	4.28341	-0.072553	lidar	1.95736	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.26904	-1.89102	5.61815	4.26817	-0.0876932	radar	3.71555	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.38237	-2.14303	5.60922	4.26553	-0.0863289	lidar	0.0963374	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.5402	-2.31495	5.38115	4.23718	-0.1102	radar	8.31628	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.68393	-2.5363	5.35117	4.22294	-0.118644	lidar	1.05923	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.84224	-2.74149	5.34648	4.20145	-0.134666	radar	2.98996	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.94644	-2.9952	5.37609	4.20618	-0.123647	lidar	1.72076	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.07533	-3.21637	5.28526	4.19882	-0.124297	radar	0.253802	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.19265	-3.41537	5.20838	4.18938	-0.128786	lidar	1.48877	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.33232	-3.68558	5.31715	4.19025	-0.120218	radar	5.25521	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.47058	-3.84216	5.16812	4.16686	-0.139042	lidar	6.65395	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.61644	-4.04962	5.22344	4.15303	-0.146697	radar	1.09604	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.77551	-4.27469	5.24764	4.14144	-0.150215	lidar	0.610241	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.92497	-4.49688	5.25079	4.13263	-0.151182	radar	0.375955	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.09401	-4.72957	5.29703	4.12169	-0.153559	lidar	1.15468	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.23756	-4.91772	5.05151	4.1104	-0.155911	radar	2.13605	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.37403	-5.12217	5.0395	4.10381	-0.154981	lidar	0.0923487	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.53594	-5.25459	4.84521	4.07551	-0.175004	radar	7.2826	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.71824	-5.45899	4.89798	4.05929	-0.181161	lidar	2.22313	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.88055	-5.65391	4.94139	4.04691	-0.184263	radar	0.414557	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.0344	-5.83923	4.9283	4.03562	-0.186364	lidar	0.072853	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.18359	-5.97102	4.75472	4.01418	-0.198337	radar	6.84838	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.33655	-6.09164	4.65829	3.98981	-0.21284	lidar	3.95047	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.51458	-6.27802	4.7815	3.97582	-0.215863	radar	1.50844	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.66614	-6.4745	4.80102	3.97262	-0.208675	lidar	0.489842	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.90399	-6.61971	4.99326	3.93429	-0.234691	radar	13.7784	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1041	-6.80119	5.02778	3.91764	-0.238808	lidar	0.828432	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.2922	-6.95982	5.05744	3.89945	-0.244875	radar	1.18491	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.523	-7.1574	5.14772	3.88213	-0.248606	lidar	3.96989	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7372	-7.28528	5.11545	3.85232	-0.264772	radar	4.82597	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9804	-7.46739	5.19856	3.83177	-0.270663	lidar	3.65336	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1654	-7.60583	5.04402	3.81524	-0.273549	radar	1.52312	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3173	-7.75202	4.97061	3.80971	-0.266776	lidar	2.96494	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5156	-7.87151	4.91419	3.78687	-0.275621	radar	2.68796	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6846	-7.98387	4.83555	3.7702	-0.278835	lidar	2.72014	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8749	-8.09463	4.66494	3.74905	-0.285367	radar	1.47217	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0751	-8.19832	4.64521	3.72525	-0.294035	lidar	0.69023	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.313	-8.32333	4.9528	3.70169	-0.301896	radar	4.02647	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5109	-8.41758	4.89695	3.67915	-0.308885	lidar	1.74712	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7107	-8.50493	4.68741	3.6548	-0.317043	radar	2.3861	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-12.9835	-8.61272	4.78619	3.62356	-0.330196	lidar	5.17324	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.243	-8.70718	4.94302	3.59412	-0.341376	radar	5.07791	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4584	-8.76789	4.89143	3.56499	-0.352325	lidar	2.29825	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.6639	-8.81473	4.62119	3.53355	-0.365129	radar	5.54168	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.8969	-8.91569	4.66368	3.51639	-0.363993	lidar	0.831646	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1626	-8.99914	4.96043	3.49185	-0.368978	radar	3.55812	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.3983	-9.10258	4.97809	3.47946	-0.363577	lidar	0.438063	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6173	-9.185	4.85642	3.46365	-0.361778	radar	0.599716	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.8965	-9.20678	4.9085	3.42125	-0.383031	lidar	3.13426	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1515	-9.28933	4.93323	3.40459	-0.380802	radar	4.4116	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4343	-9.3859	5.0299	3.39037	-0.376405	lidar	4.6375	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6663	-9.42686	4.8052	3.3649	-0.382974	radar	2.30876	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9312	-9.4959	4.86802	3.34766	-0.381249	lidar	1.82396	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1862	-9.50067	4.8035	3.31165	-0.396373	radar	6.03948	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4303	-9.50238	4.80396	3.27902	-0.407512	lidar	0.989807	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6303	-9.52511	4.67918	3.25959	-0.406955	radar	4.99532	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.9158	-9.51313	4.76987	3.2214	-0.422436	lidar	2.63666	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1518	-9.59975	4.88083	3.22553	-0.399943	radar	15.2877	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4256	-9.60141	4.93711	3.19732	-0.407098	lidar	0.844182	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.6816	-9.59538	4.85774	3.16883	-0.414803	radar	2.73743	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9419	-9.55749	4.88916	3.13268	-0.428131	lidar	1.11988	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.1796	-9.53101	4.77908	3.10269	-0.436272	radar	1.52009	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.3865	-9.54665	4.71588	3.09214	-0.426457	lidar	0.950992	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6197	-9.54048	4.81805	3.07561	-0.421465	radar	1.95116	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8782	-9.51576	4.85516	3.05156	-0.424122	lidar	0.321424	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1103	-9.47439	4.89689	3.02608	-0.427201	radar	4.17852	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3602	-9.36541	4.92905	2.97806	-0.450071	lidar	4.23881	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.5909	-9.2952	4.79203	2.94392	-0.461323	radar	2.65437	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.849	-9.17569	4.86532	2.89696	-0.481943	lidar	2.69481	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.1024	-9.04916	4.91336	2.85047	-0.501523	radar	14.3404	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2696	-9.13691	4.69401	2.87919	-0.454946	lidar	13.5394	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.5044	-9.10277	4.77128	2.8682	-0.444062	radar	3.32931	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.726	-9.01002	4.77195	2.8373	-0.451426	lidar	0.724677	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9777	-8.91476	4.81098	2.80771	-0.458041	radar	4.04293	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.1683	-8.84794	4.73045	2.78852	-0.454472	lidar	1.22134	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4054	-8.75618	4.73371	2.76311	-0.457459	radar	2.21452	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.5899	-8.72536	4.62024	2.75808	-0.441779	lidar	1.80943	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7841	-8.58674	4.44676	2.71404	-0.462886	radar	10.8566	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9796	-8.51266	4.41832	2.69726	-0.457378	lidar	0.203885	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2004	-8.38506	4.60553	2.66922	-0.460324	radar	3.89256	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4329	-8.28712	4.65253	2.6514	-0.456303	lidar	1.42488	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6144	-8.19353	4.54932	2.63136	-0.45433	radar	1.63641	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8669	-7.96232	4.78083	2.57589	-0.483161	lidar	6.17909	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.043	-7.85098	4.53264	2.54918	-0.488776	radar	4.36904	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2835	-7.66505	4.70404	2.51264	-0.500018	lidar	2.83366	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.49	-7.50275	4.85758	2.48649	-0.499247	radar	2.03572	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6549	-7.36294	4.79611	2.46159	-0.498761	lidar	0.708248	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
